Zulassungsnr,Wirkungsbereich,Wirkstoff_Main,Gehalt_Main,Einhalt_Main,Wirkstoff_Compound,Gehalt_Compound,Einhalt_Compound,Organismus_Bakteria
024785-00,Insektizid,Rapsöl,8.25,g/l,,,,0
024436-82,Insektizid,Azadirachtin,10.6,g/l,,,,0
024436-89,Insektizid,Azadirachtin,10.6,g/l,,,,0
024780-60,Insektizid,Pyrethrine,4.59,g/l,,,,0
024780-60,Insektizid,Rapsöl,825.3,g/l,,,,0
024785-64,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-64,Insektizid,Rapsöl,8.25,g/l,,,,0
024785-70,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-70,Insektizid,Rapsöl,8.25,g/l,,,,0
024780-00,Insektizid,Pyrethrine,4.59,g/l,,,,0
024780-00,Insektizid,Rapsöl,825.3,g/l,,,,0
024785-80,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-80,Insektizid,Rapsöl,8.25,g/l,,,,0
024785-66,Insektizid,Pyrethrine,0.05,g/l,,,,0
024785-66,Insektizid,Rapsöl,8.25,g/l,,,,0
024436-83,Insektizid,Azadirachtin,10.6,g/l,,,,0
00A558-00,Wachstumsregler,Chlormequat,310.2,g/l,Chlorid,400,g/l,0
034046-62,Wachstumsregler,Chlormequat,558.3,g/l,Chlorid,720,g/l,0
008481-00,"Leime, Wachse, Baumharze, Wachstumsregler","2,5-Dichlorbenzoesäuremethylester",0.035,g/kg,,,,0
007363-00,Herbizid,Pendimethalin,333,g/l,,,,0
007363-00,Herbizid,Clomazone,30,g/l,,,,0
00A274-00,Fungizid,Fludioxonil,500.1,g/kg,,,,0
034066-63,Herbizid,"2,4-D",500,g/l,Dimethylamin-Salz,602,g/l,0
035151-00,Herbizid,Fluroxypyr,100,g/l,1-Methyl-heptylester,144.1,g/l,0
035151-00,Herbizid,Florasulam,2.5,g/l,,,,0
00A655-00,Fungizid,Azoxystrobin,250,g/l,,,,0
00B202-00,Herbizid,Mesotrione,100,g/l,,,,0
008400-63,Herbizid,Flufenacet,480,g/l,,,,0
00B250-60,Herbizid,Metamitron,696,g/l,,,,0
00A045-61,Wachstumsregler,Chlormequat,558.3,g/l,Chlorid,720,g/l,0
008126-60,Wachstumsregler,Chlormequat,558.3,g/l,Chlorid,720,g/l,0
00A771-60,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288.1,g/l,0
00A755-61,Fungizid,Prothioconazol,250,g/l,,,,0
026682-61,Molluskizid,Eisen-III-phosphat,29.7,g/kg,,,,0
006400-60,Fungizid,Tebuconazol,250,g/l,,,,0
00B085-61,Wachstumsregler,Trinexapac,222.2,g/l,Ethylester,250,g/l,0
006766-60,Herbizid,Ethofumesat,500,g/l,,,,0
00A983-00,Wachstumsregler,Trinexapac,155.7,g/l,Ethylester,175,g/l,0
005958-00,Herbizid,Pendimethalin,455,g/l,,,,0
005958-60,Herbizid,Pendimethalin,455,g/l,,,,0
008698-00,Herbizid,Nicosulfuron,40,g/l,,,,0
024213-75,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
043743-69,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
024213-76,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
008047-00,Herbizid,Eisen-II-sulfat,163,g/kg,Monohydrat,182,g/kg,0
060122-00,Herbizid,"2,4-D",8,g/kg,,,,0
060122-00,Herbizid,Dicamba,1.2,g/kg,,,,0
024213-66,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
024213-63,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
024213-78,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
00A905-60,Molluskizid,Eisen-III-phosphat,30,g/kg,,,,0
024436-91,Insektizid,Azadirachtin,10.6,g/l,,,,0
024436-92,Insektizid,Azadirachtin,10.6,g/l,,,,0
007590-00,Herbizid,MCPA,4.9,g/kg,Ethylhexylester,7.6,g/kg,0
007590-00,Herbizid,Eisen-II-sulfat,163,g/kg,Monohydrat,182,g/kg,0
007590-00,Herbizid,Mecoprop-P,2.9,g/kg,Ethylhexylester,4.4,g/kg,0
008468-00,Herbizid,"2,4-D",2.14,g/kg,,,,0
008468-00,Herbizid,Dicamba,0.86,g/kg,,,,0
008468-00,Herbizid,Eisen-II-sulfat,182,g/kg,,,,0
008468-00,Herbizid,Fluroxypyr,0.57,g/kg,1-Methyl-heptylester,0.82,g/kg,0
007590-60,Herbizid,MCPA,4.9,g/kg,Ethylhexylester,7.6,g/kg,0
007590-60,Herbizid,Eisen-II-sulfat,163,g/kg,Monohydrat,182,g/kg,0
007590-60,Herbizid,Mecoprop-P,2.9,g/kg,Ethylhexylester,4.4,g/kg,0
025496-00,Herbizid,Terbuthylazin,187.5,g/l,,,,0
025496-00,Herbizid,Pethoxamid,300,g/l,,,,0
025078-61,Herbizid,Pethoxamid,600,g/l,,,,0
006860-60,Fungizid,Cyazofamid,160,g/l,,,,0
006952-00,Herbizid,Sulcotrion,300,g/l,,,,0
007863-60,Fungizid,Schwefel,800,g/l,,,,0
007634-60,Fungizid,Schwefel,800,g/kg,,,,0
007863-61,Fungizid,Schwefel,800,g/l,,,,0
024068-60,Insektizid,Esfenvalerat,50,g/l,,,,0
024068-00,Insektizid,Esfenvalerat,50,g/l,,,,0
00B307-60,Insektizid,Paecilomyces fumosoroseus Stamm Fe9901 500.000.000.000cfu/l,86,g/l,,,,1
035312-00,Herbizid,Flumioxazin,500,g/kg,,,,0
028452-00,Herbizid,Florasulam,50,g/l,,,,0
00A756-00,Herbizid,Fenoxaprop-P,63.641,g/l,Ethylester,69,g/l,0
00A756-00,Herbizid,Mefenpyr,18.24,g/l,Diethylester,19,g/l,0
00A693-00,Fungizid,Paclobutrazol,125,g/l,,,,0
00A693-00,Fungizid,Difenoconazol,250,g/l,,,,0
00A774-00,Fungizid,Fludioxonil,100,g/l,,,,0
026336-61,Insektizid,Chlorantraniliprole,200,g/l,,,,0
00B037-00,Wachstumsregler,Ethephon,155,g/l,,,,0
00B037-00,Wachstumsregler,Mepiquat,232.75,g/l,Chlorid,305,g/l,0
034419-00,Fungizid,Fludioxonil,250,g/kg,,,,0
034419-00,Fungizid,Cyprodinil,375,g/kg,,,,0
00A800-00,Herbizid,Clodinafop,214,g/l,Propargyl 2-Propinylester,240,g/l,0
00A800-00,Herbizid,Cloquintocet,60,g/l,Mexyl 1-Methyl-hexylester,60,g/l,0
005914-00,Fungizid,Difenoconazol,25,g/l,,,,0
005914-00,Fungizid,Fludioxonil,25,g/l,,,,0
025427-00,Fungizid,Dodin,400,g/l,,,,0
025662-60,Fungizid,Tebuconazol,125,g/l,,,,0
025662-60,Fungizid,Prothioconazol,125,g/l,,,,0
008330-60,Herbizid,Aminopyralid,30,g/l,Kalium-Salz,35.5,g/l,0
00A722-00,Fungizid,Fluxapyroxad,333,g/l,,,,0
008659-00,Fungizid,Mandestrobin,250,g/l,,,,0
028865-60,Herbizid,Clopyralid,100,g/l,Monoethanolamin-Salz,131.4,g/l,0
00A839-00,Fungizid,Hymexazol,440,g/l,,,,0
043185-00,Fungizid,Hymexazol,700,g/kg,,,,0
00A461-00,Fungizid,Bacillus amyloliquefaciens Stamm FZB24 10.000.000.000.000cfu/kg,130,g/kg,,,,1
044044-00,Herbizid,Glyphosat,360,g/l,Isopropylamin-Salz,485.39,g/l,0
00A475-61,Herbizid,Prosulfocarb,800,g/l,,,,0
025678-60,Fungizid,Proquinazid,200,g/l,,,,0
007414-00,Fungizid,Tetraconazole,80,g/l,,,,0
007414-00,Fungizid,Proquinazid,160,g/l,,,,0
008274-00,Insektizid,Piperonylbutoxid,228,g/l,,,,0
008274-00,Insektizid,Cypermethrin,80,g/l,,,,0
025678-00,Fungizid,Proquinazid,200,g/l,,,,0
00A536-60,Fungizid,Prothioconazol,200,g/l,,,,0
00A536-60,Fungizid,Proquinazid,50,g/l,,,,0
008181-00,Herbizid,Quinmerac,167,g/l,,,,0
008181-00,Herbizid,Dimethenamid-P,333,g/l,,,,0
00A940-00,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
00A590-60,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288.078,g/l,0
00A554-61,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
007213-00,Insektizid,lambda-Cyhalothrin,100,g/l,,,,0
007667-00,Herbizid,Quizalofop-P,92.5,g/l,Ethylester,100,g/l,0
034060-00,Herbizid,Quizalofop-P,46.3,g/l,Ethylester,50,g/l,0
00A637-00,Herbizid,Metamitron,700,g/l,,,,0
00A267-00,Fungizid,Prothioconazol,300,g/l,,,,0
034457-00,Herbizid,Dicamba,609,g/kg,Natrium-Salz,670,g/kg,0
034457-00,Herbizid,Rimsulfuron,32.5,g/kg,,,,0
008967-60,Fungizid,Azoxystrobin,250,g/l,,,,0
00A352-00,Fungizid,Tebuconazol,250,g/l,,,,0
007519-63,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
00A657-00,Fungizid,Prothioconazol,250,g/l,,,,0
00B035-00,Fungizid,Fenhexamid,500,g/kg,,,,0
00B098-00,Fungizid,Difenoconazol,100,g/l,,,,0
00B098-00,Fungizid,Metconazol,54,g/l,,,,0
008028-00,Herbizid,Nicosulfuron,750,g/kg,,,,0
028124-00,Herbizid,Mesotrione,100,g/l,,,,0
00B091-00,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
025691-00,Insektizid,Flonicamid,500,g/kg,,,,0
028866-60,Herbizid,Tribenuron,241.15,g/kg,Methylester,250,g/kg,0
028866-60,Herbizid,Florasulam,104,g/kg,,,,0
006897-00,Fungizid,Fluazinam,500,g/l,,,,0
007957-00,Fungizid,Cymoxanil,200,g/l,,,,0
007957-00,Fungizid,Fluazinam,300,g/l,,,,0
060122-57,Herbizid,"2,4-D",8,g/kg,,,,0
060122-57,Herbizid,Dicamba,1.2,g/kg,,,,0
060122-98,Herbizid,"2,4-D",8,g/kg,,,,0
060122-98,Herbizid,Dicamba,1.2,g/kg,,,,0
008405-60,Fungizid,Benzovindiflupyr,100,g/l,,,,0
007519-60,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
008835-00,Fungizid,Pyraclostrobin,5,g/l,,,,0
008835-00,Fungizid,Boscalid,10,g/l,,,,0
025625-60,Fungizid,Spiroxamine,300,g/l,,,,0
025625-60,Fungizid,Prothioconazol,160,g/l,,,,0
00A249-00,Fungizid,Schwefel,825,g/l,,,,0
024348-60,Fungizid,Schwefel,800,g/kg,,,,0
050498-00,Fungizid,Schwefel,800,g/kg,,,,0
006855-00,Fungizid,Tebuconazol,160,g/l,,,,0
006855-00,Fungizid,Prothioconazol,80,g/l,,,,0
00B324-00,Fungizid,Prothioconazol,250,g/l,,,,0
034273-00,Herbizid,Rimsulfuron,250,g/kg,,,,0
00A497-60,Fungizid,Prothioconazol,250,g/l,,,,0
00B128-00,Fungizid,Bacillus amyloliquefaciens subsp. plantarum Stamm D747 7.500.000.000.000cfu/l,51.1,g/l,,,,1
024091-00,Herbizid,Chlortoluron,700,g/l,,,,0
00B087-00,Fungizid,Pyraclostrobin,200,g/l,,,,0
007819-00,Herbizid,Fluroxypyr,100,g/l,1-Methyl-heptylester,144,g/l,0
007819-00,Herbizid,Florasulam,2.5,g/l,,,,0
007138-00,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
006275-63,Herbizid,Eisen-II-sulfat,238,g/kg,Monohydrat,266,g/kg,0
027821-64,Herbizid,"2,4-D",3.3,g/kg,Dimethylamin-Salz,3.97,g/kg,0
027821-64,Herbizid,Dicamba,1.6,g/kg,Dimethylamin-Salz,1.93,g/kg,0
033590-00,Fungizid,Penconazol,100,g/l,,,,0
006302-00,"Fungizid, Wachstumsregler",Paclobutrazol,125,g/l,,,,0
006302-00,"Fungizid, Wachstumsregler",Difenoconazol,250,g/l,,,,0
008235-00,Fungizid,Azoxystrobin,250,g/l,,,,0
008984-00,Herbizid,Napropamid,206,g/l,,,,0
008984-00,Herbizid,Metazachlor,214,g/l,,,,0
008984-00,Herbizid,Quinmerac,71,g/l,,,,0
028873-00,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
00B158-00,Herbizid,Tribenuron,723.26,g/kg,Methylester,750,g/kg,0
00A590-00,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288.078,g/l,0
025079-00,Herbizid,Glyphosat,360,g/l,Ammonium-Salz,435,g/l,0
00A398-00,Fungizid,Prothioconazol,250,g/l,,,,0
028747-00,Herbizid,Tribenuron,723.44,g/kg,Methylester,750,g/kg,0
008747-00,Herbizid,Tribenuron,723.445,g/kg,Methylester,750,g/kg,0
00A162-00,Herbizid,Ethofumesat,500,g/l,,,,0
024436-86,Insektizid,Azadirachtin,10.6,g/l,,,,0
024436-85,Insektizid,Azadirachtin,10.6,g/l,,,,0
024436-90,Insektizid,Azadirachtin,10.6,g/l,,,,0
026557-00,Herbizid,Clodinafop,22.3,g/l,Propargyl 2-Propinylester,25,g/l,0
026557-00,Herbizid,Cloquintocet,4.42,g/l,Mexyl 1-Methyl-hexylester,6.25,g/l,0
026557-00,Herbizid,Pinoxaden,25,g/l,,,,0
004634-00,Insektizid,Etofenprox,287.5,g/l,,,,0
00B243-60,Wachstumsregler,Trinexapac,222.26,g/l,Ethylester,250,g/l,0
008627-00,Herbizid,Quizalofop-P-ethyl,50,g/l,,,,0
00A069-00,Fungizid,Fludioxonil,500,g/kg,,,,0
028573-00,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
006427-00,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
026427-00,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
006427-62,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
026427-62,Herbizid,Tribenuron,723.4,g/kg,Methylester,750,g/kg,0
00A104-00,Herbizid,Metazachlor,333,g/l,,,,0
00A104-00,Herbizid,Clomazone,44,g/l,,,,0
00A104-00,Herbizid,Quinmerac,111,g/l,,,,0
007136-00,"Repellent, Wildschadenverhütungsmittel",Schaffett,64.6,g/l,,,,0
00B214-00,Fungizid,Trichoderma atroviride Stamm AT10 100.000.000.000cfu/kg,"1,000",g/kg,,,,1
007943-60,Wachstumsregler,Trinexapac,222.2,g/l,Ethylester,250,g/l,0
00A524-00,Fungizid,Fluazinam,500.11,g/l,,,,0
008071-00,Herbizid,Tribenuron,482.3,g/kg,Methylester,500,g/kg,0
00B222-00,Wachstumsregler,Trinexapac,222.2,g/l,Ethylester,250,g/l,0
006797-00,Herbizid,Chlortoluron,250,g/l,,,,0
006797-00,Herbizid,Pendimethalin,300,g/l,,,,0
006797-00,Herbizid,Diflufenican,40,g/l,,,,0
00B085-62,Wachstumsregler,Trinexapac,222.2,g/l,Ethylester,250,g/l,0
00A258-00,Fungizid,Trichoderma atroviride Stamm I-1237 100.000.000.000cfu/kg,5,g/kg,,,,1
024847-61,Herbizid,Fluazifop-P,107,g/l,Butylester,125,g/l,0
006387-63,Insektizid,lambda-Cyhalothrin,50,g/kg,,,,0
044622-61,Herbizid,Florasulam,50,g/l,,,,0
00B192-00,Fungizid,Penconazol,100,g/l,,,,0
026404-60,Herbizid,Glyphosat,490,g/l,,,,0
008401-00,Herbizid,Florasulam,50,g/l,,,,0
024645-71,Herbizid,Pelargonsäure,186.7,g/l,Ammonium-Salz,206.8,g/l,0
006796-60,Herbizid,Fettsäuren (C7 - C20),29.7,g/l,Caprylsäure/Caprinsäure,29.7,g/l,0
005747-70,Herbizid,"2,4-D",70,g/l,Dimethylamin-Salz,84.3,g/l,0
005747-70,Herbizid,MCPA,70,g/l,Dimethylamin-Salz,85.7,g/l,0
005747-70,Herbizid,Dicamba,20,g/l,Dimethylamin-Salz,24.1,g/l,0
005747-70,Herbizid,Mecoprop-P,42,g/l,Dimethylamin-Salz,50.8,g/l,0
024487-64,"Fungizid, Wachstumsregler",Metconazol,60,g/l,,,,0
060122-69,Herbizid,"2,4-D",8,g/kg,,,,0
060122-69,Herbizid,Dicamba,1.2,g/kg,,,,0
00A981-00,Fungizid,Pyraclostrobin,128,g/kg,,,,0
00A981-00,Fungizid,Boscalid,252,g/kg,,,,0
034066-00,Herbizid,"2,4-D",500,g/l,Dimethylamin-Salz,602,g/l,0
060939-00,Herbizid,MCPA,500,g/l,Dimethylamin-Salz,612.35,g/l,0
005314-60,Insektizid,Spinosad,480,g/l,,,,0
00A497-00,Fungizid,Prothioconazol,250,g/l,,,,0
034560-89,Fungizid,Azoxystrobin,250,g/l,,,,0
024436-80,Insektizid,Azadirachtin,10.6,g/l,,,,0
034560-80,Fungizid,Azoxystrobin,250,g/l,,,,0
024080-61,Insektizid,"Bacillus thuringiensis subspecies kurstaki Stamm ABTS-351 (Stamm HD-1) (33,2 g/l Grundkörper) 17.600IU/mg",33.2,g/l,,,,1
00A606-00,Herbizid,Clopyralid,80,g/l,,,,0
00A606-00,Herbizid,Fluroxypyr,100,g/l,1-Methyl-heptylester,144,g/l,0
00A606-00,Herbizid,Florasulam,2.5,g/l,,,,0
00A278-00,Fungizid,Prothioconazol,100,g/l,,,,0
00A278-00,Fungizid,Fenpicoxamid,50,g/l,,,,0
024374-00,Fungizid,Cyprodinil,750,g/kg,,,,0
00A106-00,Herbizid,Pelargonsäure,43.06,g/l,,,,0
00A107-00,Herbizid,Pelargonsäure,565.5,g/l,,,,0
024645-67,Herbizid,Pelargonsäure,186.7,g/l,Ammonium-Salz,206.8,g/l,0
006796-61,Herbizid,Fettsäuren (C7 - C20),29.7,g/l,Caprylsäure/Caprinsäure,29.7,g/l,0
00A106-61,Herbizid,Pelargonsäure,43.06,g/l,,,,0
00A107-61,Herbizid,Pelargonsäure,565.5,g/l,,,,0
024645-69,Herbizid,Pelargonsäure,186.7,g/l,Ammonium-Salz,206.8,g/l,0
060122-56,Herbizid,"2,4-D",8,g/kg,,,,0
060122-56,Herbizid,Dicamba,1.2,g/kg,,,,0
00A846-60,Herbizid,Essigsäure,60,g/l,,,,0
024645-72,Herbizid,Pelargonsäure,186.7,g/l,Ammonium-Salz,206.8,g/l,0
060122-61,Herbizid,"2,4-D",8,g/kg,,,,0
060122-61,Herbizid,Dicamba,1.2,g/kg,,,,0
060122-86,Herbizid,"2,4-D",8,g/kg,,,,0
060122-86,Herbizid,Dicamba,1.2,g/kg,,,,0
00A846-00,Herbizid,Essigsäure,60,g/l,,,,0
024091-61,Herbizid,Chlortoluron,700,g/l,,,,0
026402-00,Herbizid,Ethofumesat,500,g/l,,,,0
00A891-00,Fungizid,ABE-IT 56,325.6,g/l,,,,0
008532-61,Herbizid,Clomazone,360,g/l,,,,0
007777-63,Herbizid,Clomazone,360,g/l,,,,0
008810-00,Herbizid,Florasulam,50,g/l,,,,0
008838-63,Fungizid,Kaliumphosphonat (Kaliumphosphit),726,g/l,,,,0
007339-00,Herbizid,Diflufenican,360,g/kg,,,,0
007339-00,Herbizid,Iodosulfuron,9.32,g/kg,Methylester-Na,10,g/kg,0
007201-00,Herbizid,Diflufenican,360,g/kg,,,,0
007201-00,Herbizid,Iodosulfuron,9.32,g/kg,Methylester-Na,10,g/kg,0
034837-62,Herbizid,Flazasulfuron,250,g/kg,,,,0
00A191-00,Herbizid,Fluroxypyr,100,g/l,1-Methyl-heptylester,144,g/l,0
00A191-00,Herbizid,Florasulam,2,g/l,,,,0
034028-65,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
007566-00,Fungizid,Fluoxastrobin,50,g/l,,,,0
007566-00,Fungizid,Prothioconazol,100,g/l,,,,0
007566-00,Fungizid,Bixafen,40,g/l,,,,0
007969-60,"Fungizid, Wachstumsregler",Metconazol,45,g/l,,,,0
007969-60,"Fungizid, Wachstumsregler",Fluxapyroxad,62.5,g/l,,,,0
008797-60,Herbizid,Clethodim,240,g/l,,,,0
00A614-00,Fungizid,Spiroxamine,312.5,g/l,,,,0
00A614-00,Fungizid,Cyflufenamid,12.5,g/l,,,,0
00A929-00,Insektizid,Beauveria bassiana Stamm PPRI 5339 8.000.000.000.000cfu/l,80,g/l,,,,1
00A959-60,Insektizid,Flonicamid,500,g/kg,,,,0
008246-00,Fungizid,Fluazinam,375,g/l,,,,0
008246-00,Fungizid,Azoxystrobin,150,g/l,,,,0
007725-00,Herbizid,Lenacil,500,g/l,,,,0
00A536-00,Fungizid,Prothioconazol,200,g/l,,,,0
00A536-00,Fungizid,Proquinazid,50,g/l,,,,0
008518-00,Insektizid,Cyantraniliprole,200,g/l,,,,0
027207-00,Fungizid,Kaliumphosphonat (Kaliumphosphit),755,g/l,,,,0
007823-00,"Repellent, Wildschadenverhütungsmittel",Quarzsand,298.5,g/kg,,,,0
034560-79,Fungizid,Azoxystrobin,250,g/l,,,,0
008797-00,Herbizid,Clethodim,240,g/l,,,,0
008652-00,Herbizid,Metamitron,700,g/l,,,,0
008652-61,Herbizid,Metamitron,700,g/l,,,,0
00A140-00,Fungizid,Tebuconazol,10,g/l,,,,0
00A140-00,Fungizid,Fludioxonil,25,g/l,,,,0
00A140-00,Fungizid,Sedaxane,25,g/l,,,,0
008230-00,Fungizid,Sedaxane,500,g/l,,,,0
006723-00,Herbizid,Nicosulfuron,40,g/l,,,,0
006875-00,Herbizid,Nicosulfuron,40,g/l,,,,0
008072-00,Fungizid,Folpet,400,g/l,,,,0
008072-00,Fungizid,Cyazofamid,40,g/l,,,,0
024256-60,Fungizid,Folpet,500,g/l,,,,0
024459-61,Fungizid,Folpet,800,g/kg,,,,0
008562-00,Fungizid,Trichoderma atroviride Stamm SC1 10.000.000.000.000cfu/kg,150,g/kg,,,,1
008104-60,Fungizid,Kaliumphosphonat (Kaliumphosphit),634,g/l,,,,0
027510-00,Herbizid,Diflufenican,100,g/l,,,,0
027510-00,Herbizid,Florasulam,3.75,g/l,,,,0
027510-00,Herbizid,Penoxsulam,15,g/l,,,,0
00B244-60,Fungizid,Prothioconazol,250,g/l,,,,0
008748-60,Fungizid,Fludioxonil,33.3,g/l,,,,0
008748-60,Fungizid,Triticonazol,33.3,g/l,,,,0
008748-60,Fungizid,Fluxapyroxad,33.3,g/l,,,,0
008484-60,Wachstumsregler,Trinexapac,222.2,g/l,Ethylester,250,g/l,0
027593-00,Fungizid,Kaliumhydrogencarbonat,989.9,g/kg,,,,0
008664-60,Wachstumsregler,Ethephon,480,g/l,,,,0
00B018-00,Molluskizid,Eisen-III-pyrophosphat,24,g/kg,,,,0
00B019-00,Molluskizid,Eisen-III-pyrophosphat,24,g/kg,,,,0
025628-00,Fungizid,Metrafenone,500,g/l,,,,0
006988-00,Herbizid,Clopyralid,100,g/l,,,,0
026336-60,Insektizid,Chlorantraniliprole,200,g/l,,,,0
025079-63,Herbizid,Glyphosat,360,g/l,Ammonium-Salz,435,g/l,0
007507-62,Herbizid,Pelargonsäure,237.59,g/l,,,,0
007508-61,Herbizid,Pelargonsäure,30.99,g/l,,,,0
00A679-60,Herbizid,Pelargonsäure,580.24,g/l,,,,0
008997-00,Fungizid,Fluazinam,200,g/l,,,,0
008997-00,Fungizid,Valifenalate,150,g/l,,,,0
00B135-00,Herbizid,Ethofumesat,500,g/l,,,,0
008652-60,Herbizid,Metamitron,700,g/l,,,,0
00A963-00,Herbizid,Aclonifen,540,g/l,,,,0
00A963-00,Herbizid,Flufenacet,60,g/l,,,,0
00B017-60,Pheromon,"(E,Z)-7,9-Dodecadien-1-ylacetat",100,g/kg,,,,0
00B016-60,Pheromon,"(E,E)-8,10-Dodecadien-1-ol",100,g/kg,,,,0
00A023-00,Virizid,Mild Pepino Mosaic Virus Isolat VC1 375.000.000.000.000Sporen je l,0.025,g/l,,,,0
00A023-00,Virizid,Mild Pepino Mosaic Virus Isolat VX1 375.000.000.000.000Sporen je l,0.025,g/l,,,,0
00A826-00,Virizid,Mild Pepino Mosaic Virus Isolat VC1 75.000.000.000.000Genomkopien / Virenpartikel pro L,0.025,g/l,,,,0
00A549-00,Herbizid,Fluroxypyr,200,g/l,1-Methyl-heptylester,288,g/l,0
00A145-00,Fungizid,Bromuconazol,300,g/l,,,,0
00B142-00,Fungizid,Boscalid,500,g/kg,,,,0
008529-65,Herbizid,Pelargonsäure,500,g/l,,,,0
006240-00,Herbizid,MCPA,53.74,g/l,Kalium-Salz,68.4,g/l,0
006240-00,Herbizid,Clopyralid,5.38,g/l,Monoethanolamin-Salz,7.08,g/l,0
006240-00,Herbizid,Fluroxypyr,10.76,g/l,1-Methyl-heptylester,15.5,g/l,0
006239-00,Herbizid,MCPA,1.6,g/l,Kalium-Salz,1.905,g/l,0
006239-00,Herbizid,Clopyralid,0.16,g/l,Monoethanolamin-Salz,0.211,g/l,0
006239-00,Herbizid,Fluroxypyr,0.32,g/l,1-Methyl-heptylester,0.46,g/l,0
00B310-00,Pheromon,(Z)-9-Dodecen-1-ylacetat,224,g/kg,,,,0
00B310-00,Pheromon,"(E,Z)-7,9-Dodecadien-1-ylacetat",153,g/kg,,,,0
008838-66,Fungizid,Kaliumphosphonat (Kaliumphosphit),726,g/l,,,,0
044267-61,"Repellent, Wildschadenverhütungsmittel",Blutmehl,998,g/kg,,,,0
034092-62,Fungizid,Fluazinam,500,g/l,,,,0
00A214-00,"Akarizid, Insektizid",Formetanat,500,g/kg,Hydrochlorid,582.5,g/kg,0
00A174-00,Herbizid,Quizalofop-P-ethyl,120,g/l,,,,0
043444-00,"Repellent, Wildschadenverhütungsmittel",Quarzsand,475.2,g/kg,,,,0
008047-70,Herbizid,Eisen-II-sulfat,163,g/kg,Monohydrat,182,g/kg,0
060122-63,Herbizid,"2,4-D",8,g/kg,,,,0
060122-63,Herbizid,Dicamba,1.2,g/kg,,,,0
050425-61,"Repellent, Wildschadenverhütungsmittel",Calciumcarbid,800,g/kg,,,,0
050425-71,"Repellent, Wildschadenverhütungsmittel",Calciumcarbid,800,g/kg,,,,0
033366-62,Rodentizid,Zinkphosphid,24,g/kg,,,,0
033366-60,Rodentizid,Zinkphosphid,24,g/kg,,,,0
033366-63,Rodentizid,Zinkphosphid,24,g/kg,,,,0
033366-00,Rodentizid,Zinkphosphid,24,g/kg,,,,0
007797-64,Wachstumsregler,Trinexapac,222.5,g/l,Ethylester,250,g/l,0
008338-00,Fungizid,Pyrimethanil,156,g/l,,,,0
00A996-00,Fungizid,Pyraclostrobin,80,g/l,,,,0
00A996-00,Fungizid,Metrafenone,100,g/l,,,,0
00A996-00,Fungizid,Mefentrifluconazole,66.6,g/l,,,,0
024426-00,Insektizid,Bacillus thuringiensis subspecies aizawai Stamm ABTS-1857 (540 g/kg Grundkörper) 15.000IU/mg,540,g/kg,,,,1
024426-63,Insektizid,Bacillus thuringiensis subspecies aizawai Stamm ABTS-1857 (540 g/kg Grundkörper) 15.000IU/mg,540,g/kg,,,,1
024426-62,Insektizid,Bacillus thuringiensis subspecies aizawai Stamm ABTS-1857 (540 g/kg Grundkörper) 15.000IU/mg,540,g/kg,,,,1
00A220-00,Herbizid,Ethofumesat,417,g/l,,,,0
008838-61,Fungizid,Kaliumphosphonat (Kaliumphosphit),726,g/l,,,,0
00A662-00,Fungizid,Trichoderma asperellum Stamm T34 10.000.000.000cfu/kg,10,g/kg,,,,1
007402-60,Molluskizid,Metaldehyd,30,g/kg,,,,0
00B149-00,Molluskizid,Metaldehyd,27,g/kg,,,,0
00B150-60,Molluskizid,Metaldehyd,27,g/kg,,,,0
00B183-60,Herbizid,Glyphosat,540,g/l,IPA/K-Salz,698.5,g/l,0
008998-60,Wachstumsregler,Prohexadion,42.4,g/l,Calcium-Salz,50,g/l,0
00A995-00,Fungizid,Schwefel,640,g/l,,,,0
