Verfahrensgruppe,Arbeitsvorgang,Maschinenkombination,Schlaggrö?e [ha],Bodenbearbeitungswiderstand,Entfernung zum Schlag [km],Menge [-/ha],Arbeitsbreite [m],Teilarbeit,Arbeitszeitbedarf (Akh/ha),Flächenleistung (ha/h),Maschinenkosten: Abschreibung (??,Maschinenkosten: Zinskosten (??,Maschinenkosten: Sonstiges (??,Maschinenkosten: Reparaturen (??,Maschinenkosten: Betriebsstoffe (??,Dieselbedarf (l/ha)
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.4,Transport,0.62,0,7.92,2.05,1.09,7.07,5.29,4.6
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2,7.4,,1.4,,112.51,30.29,9.99,36.32,21.85,19
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7,Feldarbeit,0.81,2.61,108.2,29.21,9.17,30.17,18.53,16.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7,Transport,0.65,0,9.64,2.49,1.33,8.54,6.39,5.56
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7,,1.46,,117.84,31.7,10.5,38.71,24.92,21.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.2,Feldarbeit,0.79,2.8,104.96,28.34,8.93,29.34,17.7,15.39
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.2,Transport,0.63,0,9.28,2.39,1.28,8.13,6.07,5.28
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.2,,1.42,,114.24,30.73,10.21,37.47,23.77,20.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.3,Feldarbeit,0.78,2.81,104.84,28.31,8.92,29.31,17.72,15.41
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.3,Transport,0.63,0,9.26,2.39,1.27,8.12,6.05,5.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.3,,1.41,,114.1,30.7,10.19,37.43,23.77,20.67
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.4,Feldarbeit,0.78,2.83,104.59,28.24,8.9,29.25,17.76,15.44
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.4,Transport,0.62,0,9.24,2.38,1.27,8.09,6.03,5.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,2.5,7.4,,1.4,,113.83,30.62,10.17,37.34,23.79,20.68
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7,Feldarbeit,0.81,2.61,108.2,29.21,9.17,30.17,19.37,16.84
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7,Transport,0.65,0,10.19,2.61,1.39,8.69,6.43,5.59
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7,,1.46,,118.39,31.82,10.56,38.86,25.8,22.43
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.2,Feldarbeit,0.79,2.8,104.96,28.34,8.93,29.34,18.5,16.09
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.2,Transport,0.63,0,9.83,2.52,1.34,8.28,6.11,5.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.2,,1.42,,114.79,30.86,10.27,37.62,24.61,21.4
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.3,Feldarbeit,0.78,2.81,104.84,28.31,8.92,29.31,18.54,16.12
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.3,Transport,0.63,0,9.82,2.51,1.34,8.26,6.1,5.3
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.3,,1.41,,114.66,30.82,10.26,37.57,24.64,21.42
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.4,Feldarbeit,0.78,2.83,104.59,28.24,8.9,29.25,18.57,16.15
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.4,Transport,0.62,0,9.79,2.5,1.34,8.23,6.07,5.28
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,3,7.4,,1.4,,114.38,30.74,10.24,37.48,24.64,21.43
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7,Feldarbeit,0.81,2.61,108.2,29.21,9.17,30.17,20.99,18.25
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7,Transport,0.65,0,11.29,2.86,1.53,8.98,6.5,5.65
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7,,1.46,,119.49,32.07,10.7,39.15,27.49,23.9
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.2,Feldarbeit,0.79,2.8,104.96,28.34,8.93,29.34,20.04,17.43
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.2,Transport,0.63,0,10.93,2.77,1.48,8.57,6.18,5.37
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.2,,1.42,,115.89,31.11,10.41,37.91,26.22,22.8
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.3,Feldarbeit,0.78,2.81,104.84,28.31,8.92,29.31,20.09,17.47
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.3,Transport,0.63,0,10.92,2.76,1.48,8.55,6.16,5.36
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.3,,1.41,,115.76,31.07,10.4,37.86,26.25,22.83
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.4,Feldarbeit,0.78,2.83,104.59,28.24,8.9,29.25,20.14,17.51
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.4,Transport,0.62,0,10.89,2.76,1.47,8.52,6.14,5.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4,7.4,,1.4,,115.48,31,10.37,37.77,26.28,22.85
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7,Feldarbeit,0.81,2.61,108.2,29.21,9.17,30.17,21.78,18.94
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7,Transport,0.65,0,11.84,2.99,1.6,9.12,6.53,5.68
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7,,1.46,,120.04,32.2,10.77,39.29,28.31,24.62
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.2,Feldarbeit,0.79,2.8,104.96,28.34,8.93,29.34,20.79,18.08
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.2,Transport,0.63,0,11.48,2.89,1.55,8.71,6.21,5.4
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.2,,1.42,,116.44,31.23,10.48,38.05,27,23.48
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.3,Feldarbeit,0.78,2.81,104.84,28.31,8.92,29.31,20.85,18.13
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.3,Transport,0.63,0,11.47,2.89,1.55,8.7,6.2,5.39
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.3,,1.41,,116.31,31.2,10.47,38.01,27.05,23.52
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.4,Feldarbeit,0.78,2.83,104.59,28.24,8.9,29.25,20.9,18.17
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.4,Transport,0.62,0,11.44,2.88,1.54,8.67,6.18,5.37
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,4.5,7.4,,1.4,,116.03,31.12,10.44,37.92,27.08,23.54
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7,Feldarbeit,0.81,2.61,108.2,29.21,9.17,30.17,24.06,20.92
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7,Transport,0.65,0,14.26,3.57,1.91,10.43,7.35,6.39
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7,,1.46,,122.46,32.78,11.08,40.6,31.41,27.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.2,Feldarbeit,0.79,2.8,104.96,28.34,8.93,29.34,22.95,19.96
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.2,Transport,0.63,0,13.9,3.48,1.86,10.02,7.02,6.1
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.2,,1.42,,118.86,31.82,10.79,39.36,29.97,26.06
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.3,Feldarbeit,0.78,2.81,104.84,28.31,8.92,29.31,23.02,20.02
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.3,Transport,0.63,0,13.89,3.47,1.86,10,7,6.09
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.3,,1.41,,118.73,31.78,10.78,39.31,30.02,26.11
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.4,Feldarbeit,0.78,2.83,104.59,28.24,8.9,29.25,23.09,20.08
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.4,Transport,0.62,0,13.86,3.47,1.86,9.97,6.98,6.07
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,1,6,7.4,,1.4,,118.45,31.71,10.76,39.22,30.07,26.15
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7,Feldarbeit,0.82,2.61,108.79,29.37,9.21,30.32,17.73,15.42
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7,Transport,0.66,0,9.12,2.37,1.26,8.44,6.39,5.56
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7,,1.48,,117.91,31.74,10.47,38.76,24.12,20.98
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.2,Feldarbeit,0.79,2.8,105.55,28.5,8.97,29.5,16.95,14.74
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.2,Transport,0.63,0,8.76,2.27,1.21,8.03,6.06,5.27
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.2,,1.42,,114.31,30.77,10.18,37.53,23.01,20.01
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.3,Feldarbeit,0.79,2.81,105.43,28.47,8.96,29.47,16.97,14.76
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.3,Transport,0.63,0,8.75,2.27,1.21,8.01,6.05,5.26
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.3,,1.42,,114.18,30.74,10.17,37.48,23.02,20.02
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.4,Feldarbeit,0.79,2.83,105.19,28.4,8.95,29.4,17,14.78
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.4,Transport,0.63,0,8.72,2.26,1.21,7.98,6.03,5.24
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2,7.4,,1.42,,113.91,30.66,10.16,37.38,23.03,20.02
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7,Feldarbeit,0.82,2.61,108.79,29.37,9.21,30.32,18.61,16.18
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7,Transport,0.66,0,9.67,2.5,1.33,8.58,6.43,5.59
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7,,1.48,,118.46,31.87,10.54,38.9,25.04,21.77
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.2,Feldarbeit,0.79,2.8,105.55,28.5,8.97,29.5,17.78,15.46
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.2,Transport,0.63,0,9.31,2.4,1.28,8.17,6.11,5.31
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.2,,1.42,,114.86,30.9,10.25,37.67,23.89,20.77
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.3,Feldarbeit,0.79,2.81,105.43,28.47,8.96,29.47,17.8,15.48
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.3,Transport,0.63,0,9.3,2.4,1.28,8.16,6.08,5.29
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.3,,1.42,,114.73,30.87,10.24,37.63,23.88,20.77
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.4,Feldarbeit,0.79,2.83,105.19,28.4,8.95,29.4,17.84,15.51
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.4,Transport,0.63,0,9.27,2.39,1.27,8.12,6.06,5.27
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,2.5,7.4,,1.42,,114.46,30.79,10.22,37.52,23.9,20.78
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,3,7,Feldarbeit,0.82,2.61,108.79,29.37,9.21,30.32,19.45,16.91
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,3,7,Transport,0.66,0,10.22,2.62,1.4,8.73,6.46,5.62
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,3,7,,1.48,,119.01,31.99,10.61,39.05,25.91,22.53
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,3,7.2,Feldarbeit,0.79,2.8,105.55,28.5,8.97,29.5,18.58,16.16
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,3,7.2,Transport,0.63,0,9.86,2.52,1.35,8.32,6.14,5.34
Mähdrusch,"Mähdrusch von Hafer, Dinkel mit Umladewagen; Strohablage in Schwad","Mähdrescher, 10.500 l, 225 kW; Schneidwerk, 7,5 m, Umladewagen, 25 m³; 157 kW",1,-,2,3,7.2,,1.42,,115.41,31.02,10.32,37.82,24.72,21.5
